UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
4221,M4220,L,301.8909946093188,311.5686819188414,1677.1166468426868,44.81454283811925,211,0,No Failure
4222,M4221,M,299.841207237229,310.6069137102871,1540.8762684140554,22.699791715271555,51,0,No Failure
4223,M4222,M,300.5700694841987,310.69184180400885,1513.276370005141,23.356321303554267,18,0,No Failure
4224,M4223,M,299.38720914582694,309.51266007396083,1525.9093410440194,51.47289972169712,166,0,No Failure
4225,M4224,L,301.7974535480273,309.99866992197366,1470.4709640125836,50.82626517680566,241,0,No Failure
4226,M4225,M,298.7843800399407,310.6273726701874,1065.1314546744647,46.360210729449655,214,0,No Failure
4227,M4226,L,299.7287975201982,310.15278236710026,1727.096968963964,31.797301455796088,187,0,No Failure
4228,M4227,M,301.5719856254063,311.6019007847699,1579.5045663787353,36.77478546558901,9,0,No Failure
4229,M4228,L,302.34593539832855,309.79621243058324,1256.7345108345878,36.01135548519116,199,0,No Failure
4230,M4229,L,298.9524814179466,309.4954394677639,1785.5633238544874,29.752686729985385,65,0,No Failure
4231,M4230,M,303.9193679639118,310.6342528764714,1382.0040263574458,42.590486339319256,183,0,No Failure
4232,M4231,L,300.6264833873872,308.73535272771346,1478.4461994682756,61.55469647961635,6,0,No Failure
4233,M4232,L,297.91414347638255,310.9242969323081,1704.7151191136506,35.043728448913015,89,0,No Failure
4234,M4233,H,300.7381040971799,308.69928819940804,1544.0278716779178,52.96774299762444,167,0,No Failure
4235,M4234,L,299.2340015710331,310.63858466605853,1767.07516838318,31.14660284028854,146,0,No Failure
4236,M4235,L,300.86813697436634,309.35172644582735,1429.579700191442,24.633368947148995,197,0,No Failure
4237,M4236,L,299.91428750467935,310.4765841469834,1838.2346422560672,49.87495742461291,224,0,No Failure
4238,M4237,M,300.1485473803803,310.907342946061,1344.4394200334955,37.81185890432196,118,0,No Failure
4239,M4238,M,298.1768132468277,310.15342119550394,1763.5244658619235,52.71248756111366,127,0,No Failure
4240,M4239,L,301.9801224614327,308.80037904835933,1046.9781562201206,54.70893453196377,10,0,No Failure
4241,M4240,M,297.6877452656979,309.1032247554929,1279.96158973317,37.21592035663839,51,0,No Failure
4242,M4241,L,297.78247020919,309.2713408589662,1559.5932276978638,53.43016236823284,99,0,No Failure
4243,M4242,M,300.73472069829495,308.1049931064022,1419.9109147713784,31.239451124254806,139,0,No Failure
4244,M4243,L,303.2056884943559,311.12747785873194,1485.0502760194875,31.08200868189435,219,0,No Failure
4245,M4244,L,299.2948138058712,310.11010758575634,1508.3301840321421,50.72274429249981,189,0,No Failure
4246,M4245,H,301.4019446454079,308.864481954811,1261.8194783745892,24.52192683543533,72,0,No Failure
4247,M4246,L,302.1466803537271,311.45567485745835,1276.8140770254865,39.98441129772155,150,0,No Failure
4248,M4247,L,301.6293688745881,309.29867189986186,1546.424409761684,52.49653443908454,39,0,No Failure
4249,M4248,L,299.3775834216526,310.2505724890749,1366.733409635644,53.16790514613658,197,0,No Failure
4250,M4249,H,297.81790656561185,309.1747294548038,1768.2067717922337,35.67332200650671,49,0,No Failure
4251,M4250,L,295.5849048686573,307.98173984667096,1461.610568913443,50.09230584528307,63,1,No Failure
4252,M4251,L,299.47431900107523,308.63555944114876,1643.7502486213662,28.77068906540343,146,0,No Failure
4253,M4252,L,302.3561747371244,309.55150956913354,1588.5703338614214,33.326303009814055,211,0,No Failure
4254,M4253,L,297.75166803047614,310.89829687120607,1379.7677885654628,42.30409535445012,17,0,No Failure
4255,M4254,L,301.40041969503756,310.34653314681924,1103.9342426095254,43.77751113228379,154,0,No Failure
4256,M4255,M,298.09969493989627,310.1402051261712,1736.9882735242095,29.522730991153484,96,0,No Failure
4257,M4256,H,300.2121451527737,307.9899723772551,1304.2181846605715,58.62276655378619,92,0,No Failure
4258,M4257,L,301.41558322831,311.2700861476801,1419.248388904251,21.22537163715339,72,0,No Failure
4259,M4258,L,298.68100912632315,310.22367969649554,1469.8315116866852,40.542038799552444,236,0,No Failure
4260,M4259,L,300.34096936139383,309.8805823301078,1489.7976863792637,41.95907495004722,43,0,No Failure
4261,M4260,L,299.1698173265493,311.1324231099889,1692.3917325078037,22.53040334755537,57,0,No Failure
4262,M4261,M,301.41029731787637,311.24749672356825,1501.1648115846554,53.241294017906725,61,0,No Failure
4263,M4262,L,300.4706343369693,311.1545902476092,1474.5291819481338,32.59523601494598,177,0,No Failure
4264,M4263,L,300.11301534885854,309.7529135032967,1703.6911913090025,40.98455188873185,90,0,No Failure
4265,M4264,M,303.11669992028396,308.9965234392158,1620.1304743773571,43.28038297673405,52,0,No Failure
4266,M4265,L,301.3246122847366,310.9889229171421,1352.885910803869,25.457420418515028,102,0,No Failure
4267,M4266,M,298.6192962677474,308.6349455569296,1270.5689245042333,29.27861714367946,60,0,No Failure
4268,M4267,L,299.8282721984045,311.9472567386643,1335.260044960016,55.630278272551166,202,0,No Failure
4269,M4268,M,299.8482024298407,310.0279995451946,1490.156049962357,39.34168357554003,49,0,No Failure
4270,M4269,H,300.1606391452504,308.9391157443004,1250.7892449659155,13.029425152151106,53,0,No Failure
4271,M4270,M,305.049018553215,308.7681314458434,1518.1506094324936,36.98078349936778,41,0,No Failure
4272,M4271,H,300.741703785422,308.7223951759439,1474.1603380419317,39.670981089597745,186,0,No Failure
4273,M4272,L,295.92819485979044,310.14036290672084,991.4961935378876,42.19370648037912,7,0,No Failure
4274,M4273,L,298.9144020565661,309.9936076799402,1218.764962746541,20.0112226386809,141,0,No Failure
4275,M4274,M,296.13525582500836,308.7640778264908,922.8499512631693,39.706913787487885,237,0,No Failure
4276,M4275,L,299.3404034859083,309.6435442134441,1431.2193877911382,31.673479251674365,12,0,No Failure
4277,M4276,L,296.02537954054714,308.63206461390865,1714.8027290692,42.21034543012466,198,0,No Failure
4278,M4277,L,298.25681905786314,310.58930180594416,1121.8684089143992,45.063360046354866,78,1,No Failure
4279,M4278,L,296.95855694073174,309.9454067338873,1235.5426360413271,43.99994129559797,101,0,No Failure
4280,M4279,L,300.768320355935,309.62159749408255,1467.2524265453637,54.03973256311387,171,0,OSF
4281,M4280,L,300.00107872525774,308.7118892699325,1287.2493942293145,61.90570134262785,42,0,No Failure
4282,M4281,M,300.60592461499743,309.69984439977725,1286.2654465866417,28.66396480702893,247,0,No Failure
4283,M4282,L,299.79089722286295,309.5852721186537,1608.318821234632,36.18019649857903,145,0,No Failure
4284,M4283,L,297.21140449959114,310.3177267012096,1401.020911085416,47.43061743519268,163,0,No Failure
4285,M4284,L,301.02704273850946,310.167017978117,1202.6550225204037,38.73203885820528,158,0,No Failure
4286,M4285,L,303.8444491205389,310.79206010207935,1082.4568219885798,12.772139544992292,131,0,No Failure
4287,M4286,M,300.8184251572131,309.51542345649494,1941.6815540127463,38.07453289398495,76,0,No Failure
4288,M4287,L,299.14815080136486,308.1395884978035,1725.6618109125343,52.34146987461962,38,0,No Failure
4289,M4288,L,297.1438656477891,310.99109287659803,1409.6733307875966,26.052585576736888,93,0,No Failure
4290,M4289,M,298.1838660584801,309.0639674869518,1517.5716023327875,42.205045132767424,182,0,No Failure
4291,M4290,L,300.9060793131441,308.89308294698475,1402.2937875806024,20.926385337347025,18,0,No Failure
4292,M4291,L,302.1462360535987,309.9568834548862,1602.0913461582502,48.70029641899306,195,0,No Failure
4293,M4292,L,300.52173234944394,310.3022705129545,1329.1571264564238,42.41564281187082,64,0,No Failure
4294,M4293,H,301.599774579412,309.4691635942853,1391.3653567046354,34.31916221447307,39,0,No Failure
4295,M4294,L,301.4153564880545,309.46130731853185,1591.0801680388993,35.82050468765343,95,0,No Failure
4296,M4295,L,301.0130687827718,309.6089736822344,1790.7718208892816,25.009319287826163,203,0,No Failure
4297,M4296,L,298.6830528094775,311.41654035099316,1648.2830189324209,50.07632066200653,75,0,No Failure
4298,M4297,L,300.3478470239503,309.99732191244186,1746.7827755181856,32.00649208242827,211,0,No Failure
4299,M4298,L,298.30324439223574,309.0320371605382,1437.5165324977643,45.00298769027776,202,0,No Failure
4300,M4299,L,300.0348579059162,309.04221664309705,1375.3979185246112,30.380896261233474,244,0,No Failure
4301,M4300,L,300.6617270621338,309.7491158204176,1112.3237721836153,61.98402766491003,116,0,No Failure
4302,M4301,H,303.3575676147737,310.237857934028,1514.4396714682568,55.596647383309666,112,0,No Failure
4303,M4302,M,297.38053605126476,310.4839801619662,1575.809406271288,60.737446154796466,29,0,No Failure
4304,M4303,L,300.9630152619826,310.1241586038472,1439.998920854559,61.90529229558312,240,0,No Failure
4305,M4304,M,302.9624731832472,309.15812664908293,1344.659734780053,33.654791402572044,246,0,No Failure
4306,M4305,L,301.5176955316776,309.5760587004392,1748.6806879686264,31.158687311350523,235,0,No Failure
4307,M4306,L,301.6658908856501,310.73390788186464,1626.3608554393309,60.26134520595679,222,0,No Failure
4308,M4307,M,301.17538980373564,308.8539080395469,1762.5650901038023,38.58929027966353,155,1,No Failure
4309,M4308,M,302.5966689795508,309.5342466069225,1309.2841809967592,48.33217937779919,235,1,No Failure
4310,M4309,M,297.82504366377526,310.59746285788134,1358.3531746903955,33.79318717727317,176,0,No Failure
4311,M4310,L,297.2281466680595,310.8752814266352,1740.6354486503192,33.95766908320699,92,0,No Failure
4312,M4311,H,299.9873317190695,309.8070846289086,1490.5305840488418,48.29958331801676,168,0,No Failure
4313,M4312,L,295.6776757928566,309.58879318942917,1386.179177664289,20.301262162354167,85,0,No Failure
4314,M4313,M,302.461291608356,308.67788205855624,1400.096995247432,47.83174974539076,108,0,No Failure
4315,M4314,H,302.4414303909909,310.52563992272707,1497.7838947731393,45.24473799782358,48,0,No Failure
4316,M4315,L,299.13329888983094,311.3187796851468,1700.590363167082,34.698455846500785,156,0,No Failure
4317,M4316,M,299.25845880667896,312.5651540585997,1467.8974295816822,40.24183246056445,128,0,HDF
4318,M4317,L,299.85530504969864,310.38644618351805,1658.1065660355555,41.808545322894894,212,0,No Failure
4319,M4318,L,300.10404130087926,309.949120348356,1593.4755553692096,42.37027652196925,30,0,No Failure
4320,M4319,L,300.2543478383886,309.0801893868491,1324.3321919638051,46.901430579744215,26,0,No Failure
4321,M4320,L,301.1164642137566,308.12114308625684,1324.1741264025754,31.850175093931554,34,0,No Failure
4322,M4321,H,299.65474729398306,310.1769592497398,1409.9466816137044,66.97725631094217,7,0,No Failure
4323,M4322,M,301.88638660695557,312.35033912015433,1232.6324690675465,37.94405952000987,39,0,No Failure
4324,M4323,L,300.8918955542506,311.27081222965694,1397.1722288401215,38.69305787734994,185,0,No Failure
4325,M4324,M,298.78607310825475,311.1165642691138,1802.6866833462768,59.446892688862974,199,0,No Failure
4326,M4325,H,302.6702253356082,310.24560281705794,1493.721932834526,21.709528697432788,133,0,No Failure
4327,M4326,L,297.28348602775503,310.35952316028033,1346.7094667825093,59.34256247755625,142,0,No Failure
4328,M4327,H,299.81566837835703,307.576252681722,1883.1489303640956,40.93460108060844,20,0,No Failure
4329,M4328,L,301.93383480215095,310.762510580764,1313.8765360547593,34.698235437462344,164,0,No Failure
4330,M4329,M,298.5538537901757,309.42065943042417,1307.6234066389225,28.803476601407382,197,0,No Failure
4331,M4330,L,300.61911129353433,309.2982726534041,1745.8971363613398,27.308982782680168,53,0,No Failure
4332,M4331,L,301.0866791939981,309.6767430469514,1632.263611920064,36.581764345393104,156,0,No Failure
4333,M4332,L,298.2789522640375,309.642995510549,1473.9882294947226,42.7798327703561,185,0,No Failure
4334,M4333,M,299.8550445608119,309.28236440802834,1666.3817799978324,46.22496539473213,88,0,No Failure
4335,M4334,L,299.6869923395816,310.01387207217596,1560.1200002458334,42.66016182576719,214,0,No Failure
4336,M4335,L,298.89652429633543,309.44172240379197,1262.7615168522348,34.897921961142906,229,0,No Failure
4337,M4336,L,304.60334970410156,310.10032295575616,1020.4830585971388,53.395124769124656,90,0,No Failure
4338,M4337,H,298.47378729310907,308.51282218545,1386.530969658542,66.73803107487407,105,0,No Failure
4339,M4338,L,302.0098605881358,309.785942229368,1716.984967179656,54.94624986038396,86,0,No Failure
4340,M4339,L,299.2143979662377,308.90370441031376,1414.305982330677,36.407089089702694,18,0,No Failure
4341,M4340,L,297.82672762222944,309.35855068150215,1592.019439669849,45.0207873341801,91,0,No Failure
4342,M4341,L,300.20562848631016,310.14339884303354,1536.8970896890135,45.661748357484115,33,0,No Failure
4343,M4342,M,301.298186768775,308.396002385245,1161.2999410771201,56.03676409089657,57,0,No Failure
4344,M4343,M,301.84101915013133,309.17759262272784,1418.7208612587367,36.61819232693663,198,0,No Failure
4345,M4344,L,303.1245302213101,310.5689643848363,1571.7758660893157,30.35082565630116,242,0,No Failure
4346,M4345,L,305.8904925798702,308.5868221581342,1342.5707488991266,51.33851291500895,140,0,No Failure
4347,M4346,M,300.50102840751117,311.77786714027883,1427.4923685944095,44.063770949855964,3,0,No Failure
4348,M4347,L,298.6738156523492,311.20440795613064,1578.3494184194224,28.912386867632602,138,0,No Failure
4349,M4348,M,300.9057486535898,309.5054729155477,1514.525999828596,47.05573659014929,177,0,No Failure
4350,M4349,M,299.467574099187,309.21279031221496,1709.381948184943,58.38255461261754,20,0,OSF
4351,M4350,M,301.8519322597045,310.2019399033355,1576.7341826326958,33.06240461468531,59,0,No Failure
4352,M4351,L,297.4056714072685,308.55253774297285,1308.8300003195966,31.089984153059106,148,0,No Failure
4353,M4352,L,304.7366690848009,307.9978572751676,1404.4906572140928,40.30063751697242,170,0,No Failure
4354,M4353,H,301.712096189551,309.5406648759474,1504.0592568452555,46.8029949453958,44,0,No Failure
4355,M4354,L,296.6319919644077,309.8659512334978,1767.6830153028084,39.25086668235739,41,0,No Failure
4356,M4355,M,298.58194219537006,310.0944272243535,1405.2948739435387,51.34425275797909,153,0,No Failure
4357,M4356,L,301.63216208822786,309.3852593838821,1153.4862395203943,42.60707290774513,158,0,No Failure
4358,M4357,M,302.3526881123429,311.27394672947497,1588.1133806982377,50.11653670228961,176,0,No Failure
4359,M4358,L,297.4555247455361,308.5048603415161,1348.8803503312001,32.79175287103716,126,0,No Failure
4360,M4359,L,301.4260517008659,308.8617378650419,1242.9397360850062,27.722783989281968,195,0,No Failure
4361,M4360,L,296.10532025467614,310.4866359561448,1503.7606025651678,36.5996630780643,2,0,No Failure
4362,M4361,M,299.8213282690579,308.83835261436286,1694.5735283616607,26.535533294716778,38,0,No Failure
4363,M4362,M,302.2240936842064,308.79967954780267,1385.2238920677962,44.093244744351175,47,0,No Failure
4364,M4363,L,298.89696853979405,310.1233547922072,1599.314777436526,19.83296094781414,148,0,No Failure
4365,M4364,L,296.986155401724,308.946477379684,1636.3827326084865,35.47272785347366,229,0,No Failure
4366,M4365,M,300.2924295927551,309.86691557207934,1658.3592987333259,37.14042559554581,17,1,No Failure
4367,M4366,L,298.79056226672907,309.30014344034225,1353.5455380762796,29.533635193841345,224,0,No Failure
4368,M4367,L,301.25911673213164,309.13833629662724,1275.7835884133228,36.936463111528994,242,0,No Failure
4369,M4368,L,298.2293471355639,307.89769460865506,1303.049379008281,40.04271580700648,105,0,No Failure
4370,M4369,L,298.4547262206938,310.1395631528213,1658.194934424494,52.69232793779235,162,0,No Failure
4371,M4370,L,295.9579953582475,308.7528100078871,1633.4786309341623,29.59264054961709,31,0,No Failure
4372,M4371,L,300.33988942210294,309.8317577964695,1308.569879859933,43.57337291174091,121,0,No Failure
4373,M4372,L,299.6781901234468,309.4878951016514,1926.5288052687272,45.55758778857174,182,0,No Failure
4374,M4373,L,297.62323065851984,309.7934919413001,1284.727206682567,39.78831448829709,138,0,No Failure
4375,M4374,L,300.38759742753416,309.85032462598673,1699.8928169401452,35.01958303805612,102,0,No Failure
4376,M4375,L,302.0541406012883,310.19362825091827,1803.9330878410422,28.610081354360066,185,0,No Failure
4377,M4376,L,299.5688641131621,309.27224069850854,1521.951521198673,58.98565458684001,222,0,No Failure
4378,M4377,M,300.5363338996439,311.2426964792734,1346.0552312838338,40.72640502648461,93,0,No Failure
4379,M4378,L,300.5466224991703,308.1525999391444,1350.4243945103308,36.844440101123894,165,0,No Failure
4380,M4379,L,297.5913403456421,309.7734088814728,1447.5819599274253,61.21550091542993,45,0,No Failure
4381,M4380,L,304.1131716414152,310.8362309764109,1716.1741556136067,42.222865859959114,125,0,No Failure
4382,M4381,L,299.0583003397554,310.4767725530026,1260.0248374600305,65.43497762383451,124,0,No Failure
4383,M4382,L,301.31223240372054,309.0251644234714,1132.246793517445,25.83681154435288,147,0,No Failure
4384,M4383,L,301.5384305544581,309.191754507012,1572.4109981138606,37.62861133268854,103,0,No Failure
4385,M4384,M,299.7208097457685,308.9932074406734,1616.322550251816,26.299807530969385,25,0,No Failure
4386,M4385,L,301.21359005011925,310.5992276306644,1893.5938893598536,38.77876719862329,138,0,No Failure
4387,M4386,H,300.4916384436328,309.2600762714845,1223.536204946654,38.730920761623345,193,0,No Failure
4388,M4387,L,297.16472048554516,310.25512308812347,1473.0386776075522,35.41968079581697,102,0,No Failure
4389,M4388,L,299.33545459749985,310.26430141407593,1732.3674864240957,40.5388860682257,208,0,No Failure
4390,M4389,L,298.7748981952919,312.36839346823535,1524.1724335205463,35.90702877083135,215,0,No Failure
4391,M4390,L,299.07650991730776,310.3132512598017,1460.9121621876952,38.89626663521567,93,0,No Failure
4392,M4391,L,297.3919936443267,309.1888559852495,1657.9810993859082,32.44207775175245,36,0,No Failure
4393,M4392,M,302.25286743349204,308.5398497379336,1380.1222071586803,54.42821474751471,133,0,No Failure
4394,M4393,L,303.2039853092268,309.7241472853623,1670.2821683908296,28.912505915641056,181,0,No Failure
4395,M4394,H,301.9560059519968,309.8809141575727,1249.2873615619449,42.12363746028849,240,0,No Failure
4396,M4395,M,302.5410584482943,307.78930047260945,1196.1136593434207,28.073548371308235,214,0,No Failure
4397,M4396,L,299.3107303259837,309.286145839707,1445.282396217534,31.650549509382074,174,0,No Failure
4398,M4397,L,298.72748633002794,310.2973525428275,987.3420426206867,32.717353460436016,226,0,No Failure
4399,M4398,L,298.4428259063766,309.46764432973384,1516.9399273425806,38.68219629076166,113,0,No Failure
4400,M4399,L,301.28812984591445,310.96862378570586,1153.4877314590576,41.75421821413072,46,0,No Failure
4401,M4400,L,300.4541261062883,308.4416435552795,1556.4841041132754,28.932729089163114,246,0,No Failure
4402,M4401,L,299.8455565768032,310.6768828201532,1537.091887623389,35.864935402739526,153,0,OSF
4403,M4402,L,302.5902970883907,310.91388974152596,1486.4075227670367,30.088545870840402,24,0,No Failure
4404,M4403,L,300.80988270763066,310.95649647584156,1587.2817335076184,29.64690229995339,163,0,No Failure
4405,M4404,H,298.32268472495883,308.43414361534565,1540.8394937228175,51.335596321608854,246,0,No Failure
4406,M4405,M,298.6381823417286,310.31455279585737,1441.3998793337457,26.080146639075448,20,0,No Failure
4407,M4406,H,301.3639865985083,309.3312458814785,1866.2013960954264,40.746847013197744,233,0,No Failure
4408,M4407,L,302.0834657053092,308.5938575580171,1578.6621387104885,56.98073366275922,185,0,No Failure
4409,M4408,L,301.1033604645119,309.5861322750263,1654.3816174621754,52.06158426734997,42,0,No Failure
4410,M4409,L,303.79377749574417,309.0950220080992,1714.6159487945185,44.25358535196087,22,0,No Failure
4411,M4410,L,303.27001433146285,310.9207504681639,1633.6298758084179,39.8374602694447,64,0,No Failure
4412,M4411,L,300.88207166970153,310.5130633430136,1912.566583784961,47.36642062365296,186,0,No Failure
4413,M4412,M,298.322838681037,308.84755553189115,1533.2013769642392,43.69393901568698,60,0,No Failure
4414,M4413,M,297.38002497653645,309.2757786861691,1498.6077308327879,54.22625740342574,73,0,No Failure
4415,M4414,L,299.22523650997056,309.61930257438337,1370.085582438677,38.662810764784005,88,0,No Failure
4416,M4415,L,301.50642689283234,309.9275948526821,1448.7452126880037,50.011016945954395,85,0,No Failure
4417,M4416,L,303.65329415862385,311.0063782748038,1353.7550861897676,36.7427414625029,238,0,No Failure
4418,M4417,L,300.8348940688216,310.69078232648064,1635.4423826003078,58.93496320717051,199,0,No Failure
4419,M4418,L,302.33744558846246,310.0513919689748,1317.5367505362724,38.38153584977878,104,0,No Failure
4420,M4419,L,299.5093850276244,309.73935115010505,1514.7584339796256,23.81065087811981,63,0,PWF
4421,M4420,L,301.2455382504551,308.22664596539255,1611.909386860475,40.77705133695891,160,0,TWF
4422,M4421,H,301.64671365895435,311.29199762612603,1530.0647773190442,47.64601806356636,116,0,No Failure
4423,M4422,L,296.04081144829496,309.55290340213435,1320.8170248860147,56.28681235499943,203,0,No Failure
4424,M4423,M,299.173122395247,311.55484024042624,1639.7889828011969,30.038485241721464,175,0,No Failure
4425,M4424,L,301.8994007685557,310.19610929213184,1482.9320582928106,22.555777207804596,38,0,No Failure
4426,M4425,L,300.5489366712731,312.02528420862143,925.45755671071,44.96713179950603,139,0,RNF
4427,M4426,L,297.60696990369814,310.6063215333663,1303.3296618833226,44.65770060269008,203,0,No Failure
4428,M4427,L,295.13975524854527,308.5679803687791,1780.2264472805466,25.88928073459737,138,0,PWF
4429,M4428,L,299.268438509396,309.3855845197388,1796.8643683029368,36.70402322049989,47,0,No Failure
4430,M4429,M,299.85682861421225,309.83086503932805,1605.2222420130397,37.152466207254555,135,0,No Failure
4431,M4430,M,298.23215410034334,309.12621711289165,1656.8137953916662,48.23120025946473,50,0,No Failure
4432,M4431,L,300.286169874056,309.62293918281796,1344.341203748427,35.86294364128327,135,0,No Failure
4433,M4432,L,301.01277349446576,308.6330608414179,1447.9711162521883,35.64489100124186,100,0,No Failure
4434,M4433,H,301.3413743414525,310.0057212810991,1747.0733200919274,41.14626417698623,240,0,No Failure
4435,M4434,L,295.28816215013535,310.23741194901095,1585.1830485124149,26.218887426226015,207,0,No Failure
4436,M4435,L,297.37142980438375,308.9958905927939,1512.9896767774103,59.00781940110599,227,0,No Failure
4437,M4436,L,299.39075470329055,311.9402542934819,1462.6382914213962,49.340681999161205,127,0,No Failure
4438,M4437,M,301.1443462620749,310.06351326128043,1734.8944002469416,32.98201983902746,209,0,No Failure
4439,M4438,H,300.97846802710006,309.1832591338771,1724.4064307100293,28.82361403584987,107,0,No Failure
4440,M4439,L,300.94373989575337,308.37046070003476,1629.9343501537523,29.598406058515714,84,0,No Failure
4441,M4440,M,299.23316411606214,310.0599428893972,1513.2550132165122,45.86741479026796,67,0,No Failure
4442,M4441,M,299.34473312538006,309.7395114671867,1428.6487028466424,29.89619494786929,113,0,No Failure
4443,M4442,L,298.54334146315654,310.7830409072864,1638.6027439369427,37.50672743310526,70,0,No Failure
4444,M4443,L,301.5363882562117,309.85662973502804,1279.6180310051038,23.091775071547282,97,0,No Failure
4445,M4444,L,298.15902242452086,308.8062812177313,1321.0860304826915,45.4126626870941,225,0,No Failure
4446,M4445,H,301.7000727903791,311.6707182961776,1209.781727843012,45.78749479739339,108,0,No Failure
4447,M4446,L,300.4157064762753,310.4356248795072,1747.0459555986251,38.154311253721225,163,0,No Failure
4448,M4447,M,299.90991104308966,309.74589128840165,1355.866675174131,41.93557903989357,100,0,TWF
4449,M4448,L,298.68657920044706,310.1646385314497,1580.801557350325,47.95741008799593,29,0,No Failure
4450,M4449,M,297.2889162776718,310.4740419565617,1474.8884958580945,41.66676695056023,89,0,No Failure
4451,M4450,L,298.7046944872439,308.57114338610654,2079.507798024387,47.808530077866514,139,0,No Failure
4452,M4451,L,299.33998626275024,310.1576942199628,1588.3810908071673,28.320233693062715,74,0,No Failure
4453,M4452,M,295.2619513768375,309.5498765267061,1127.5718481509311,43.78694237336919,28,0,No Failure
4454,M4453,M,299.6052896893307,310.50729998562974,1735.0871513193167,41.93451382732638,2,0,No Failure
4455,M4454,M,301.848714736052,309.2598180753937,1422.5698072788632,52.01984942674995,61,0,No Failure
4456,M4455,L,301.1344358108677,309.39529814490294,1459.8144396101893,40.303728558733205,10,0,No Failure
4457,M4456,M,299.007588248517,311.66287109856404,1365.4975473979914,39.026391721838635,72,0,No Failure
4458,M4457,L,300.09387259683047,311.23091209088216,1539.1225037276924,34.428673086001844,217,0,No Failure
4459,M4458,L,298.887670861156,306.7044388200327,1536.5026275349642,54.912286454833776,117,0,No Failure
4460,M4459,L,300.2975214666714,311.15676198246433,1370.9045644702744,16.438166857305912,186,0,No Failure
4461,M4460,L,303.08021564748805,309.9263479737422,1398.3710959027144,45.111705243542424,71,0,No Failure
4462,M4461,L,301.93699760524976,309.291817937101,1520.2572266176633,39.796175564197725,212,0,No Failure
4463,M4462,H,301.0415886113855,308.9928252642924,1031.4537026979876,38.163877776172065,71,0,No Failure
4464,M4463,L,299.01423017523257,309.05088237172004,1211.7005058992595,36.70677560893061,41,0,No Failure
4465,M4464,M,301.4998767858897,309.3200640552416,1833.9984192196036,39.441449958571624,133,0,No Failure
4466,M4465,L,296.6262460972539,308.8728674163182,1565.5641888640482,44.785462707157706,54,0,No Failure
4467,M4466,L,299.4952930360182,308.64540033892735,1395.0182026518441,32.04960863751197,209,0,No Failure
4468,M4467,L,301.1674228396479,308.95961984915607,1160.783433692633,41.35027227833246,5,0,No Failure
4469,M4468,H,301.4808424280955,310.32339385506566,1488.7367670107046,43.50760873326131,20,0,OSF
4470,M4469,M,301.3397689804315,310.0500901485708,1697.0384183562212,30.462491706850088,171,0,No Failure
4471,M4470,H,300.5896613784194,310.55585645155185,2027.8412209299881,45.03871620352995,239,0,No Failure
4472,M4471,H,299.60855004183225,309.93363016078996,1878.4112849991395,43.5892273992912,247,0,No Failure
4473,M4472,L,301.07595193965295,308.6933206693552,1322.612395974293,32.01034995077892,116,0,No Failure
4474,M4473,L,298.0942779188274,310.4944409234936,1400.840093723142,28.119191901694542,175,0,No Failure
4475,M4474,M,298.3106454734135,308.99531072112507,1205.7001539526655,31.87887122542532,86,0,No Failure
4476,M4475,L,300.1234693529206,310.64661430198896,1331.6689866752097,41.3537689703187,163,0,No Failure
4477,M4476,L,300.3463952854175,308.83407999704303,1457.4313673750496,39.24068457646529,209,0,No Failure
4478,M4477,L,296.3487696428707,309.3125233735965,1426.5726006747711,53.93923413916288,124,0,No Failure
4479,M4478,L,300.91029276189903,309.6386083594321,1910.9134613158863,36.32870954515756,218,0,HDF
4480,M4479,L,301.5454567558388,310.67440480105694,1236.9286115047569,31.109012169694545,172,0,No Failure
4481,M4480,L,299.8454295250674,310.1759972521274,1490.9811101624205,46.570206291549404,130,0,No Failure
4482,M4481,L,304.748932566568,310.0200013221509,1087.3080475406714,30.19974879525332,186,0,No Failure
4483,M4482,L,298.6341297873696,311.8856687850553,1566.1781560975467,32.091653781507105,249,0,No Failure
4484,M4483,L,299.2778256732263,308.16301683877487,1231.65893186481,32.22254896333679,11,0,No Failure
4485,M4484,L,299.2098661877456,308.96162235729946,1720.5252616765583,10.026467819289671,83,0,No Failure
4486,M4485,M,299.847624777418,308.918811521961,1441.7948213969416,45.668666648469724,18,0,No Failure
4487,M4486,L,299.3425503740674,308.2293476900777,1219.6031463434215,49.39980994953558,22,0,No Failure
4488,M4487,L,297.18637891079027,309.28048048711395,1079.4596492884084,49.16686597326784,123,1,No Failure
4489,M4488,M,298.90690340752707,310.6877691637967,1304.2725022780658,58.85428366853145,132,1,No Failure
4490,M4489,L,299.80475860845183,309.40835260148424,1547.8761781485675,55.07030592649069,50,0,No Failure
4491,M4490,L,302.457144164124,309.66699702801367,1584.3027294312924,36.660333332415206,146,0,No Failure
4492,M4491,M,304.40448654674583,308.2774451721197,1400.3124037653454,51.09240367925359,248,0,No Failure
4493,M4492,L,302.6709477957013,309.20347442483967,1685.159408686594,39.02359686716568,11,0,No Failure
4494,M4493,M,298.4492419406548,309.5383012844124,1272.8514214209858,35.74030233780783,91,0,No Failure
4495,M4494,M,298.6083807787477,310.6424004225471,914.5880314982862,32.44422253500699,184,0,No Failure
